Id,SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
0.18120805369127516,0.25000000000000006,0.6249999999999999,0.0847457627118644,0.04166666666666667,Iris-setosa
0.18791946308724833,0.25000000000000006,0.5833333333333333,0.06779661016949151,0.04166666666666667,Iris-setosa
0.19463087248322147,0.11111111111111119,0.5,0.1016949152542373,0.04166666666666667,Iris-setosa
0.20134228187919462,0.13888888888888887,0.4583333333333333,0.1016949152542373,0.04166666666666667,Iris-setosa
0.2080536912751678,0.30555555555555564,0.5833333333333333,0.0847457627118644,0.12500000000000003,Iris-setosa
0.21476510067114093,0.25000000000000006,0.8749999999999998,0.0847457627118644,0.0,Iris-setosa
0.2214765100671141,0.3333333333333333,0.9166666666666666,0.06779661016949151,0.04166666666666667,Iris-setosa
0.22818791946308725,0.1666666666666668,0.4583333333333333,0.0847457627118644,0.0,Iris-setosa
0.2348993288590604,0.19444444444444448,0.5,0.033898305084745756,0.04166666666666667,Iris-setosa
0.24161073825503357,0.3333333333333333,0.6249999999999999,0.05084745762711865,0.04166666666666667,Iris-setosa
0.2483221476510067,0.1666666666666668,0.4583333333333333,0.0847457627118644,0.0,Iris-setosa
0.2550335570469799,0.027777777777777922,0.41666666666666663,0.05084745762711865,0.04166666666666667,Iris-setosa
0.26174496644295303,0.22222222222222213,0.5833333333333333,0.0847457627118644,0.04166666666666667,Iris-setosa
0.2684563758389262,0.19444444444444448,0.6249999999999999,0.05084745762711865,0.08333333333333333,Iris-setosa
0.2751677852348993,0.055555555555555594,0.1249999999999999,0.05084745762711865,0.08333333333333333,Iris-setosa
0.28187919463087246,0.027777777777777922,0.5,0.05084745762711865,0.04166666666666667,Iris-setosa
0.28859060402684567,0.19444444444444448,0.6249999999999999,0.1016949152542373,0.20833333333333334,Iris-setosa
0.2953020134228188,0.22222222222222213,0.7499999999999998,0.15254237288135591,0.12500000000000003,Iris-setosa
0.30201342281879195,0.13888888888888887,0.41666666666666663,0.06779661016949151,0.08333333333333333,Iris-setosa
0.3087248322147651,0.22222222222222213,0.7499999999999998,0.1016949152542373,0.04166666666666667,Iris-setosa
0.31543624161073824,0.08333333333333327,0.5,0.06779661016949151,0.04166666666666667,Iris-setosa
0.3221476510067114,0.27777777777777773,0.7083333333333333,0.0847457627118644,0.04166666666666667,Iris-setosa
0.3288590604026846,0.19444444444444448,0.5416666666666665,0.06779661016949151,0.04166666666666667,Iris-setosa
0.33557046979865773,0.7499999999999999,0.5,0.6271186440677966,0.5416666666666666,Iris-versicolor
0.3422818791946309,0.5833333333333334,0.5,0.5932203389830508,0.5833333333333334,Iris-versicolor
0.348993288590604,0.7222222222222222,0.4583333333333333,0.6610169491525424,0.5833333333333334,Iris-versicolor
0.35570469798657717,0.3333333333333333,0.1249999999999999,0.5084745762711864,0.5,Iris-versicolor
0.3624161073825503,0.611111111111111,0.3333333333333332,0.6101694915254237,0.5833333333333334,Iris-versicolor
0.3691275167785235,0.38888888888888895,0.3333333333333332,0.5932203389830508,0.5,Iris-versicolor
0.37583892617449666,0.5555555555555555,0.5416666666666665,0.6271186440677966,0.625,Iris-versicolor
0.3825503355704698,0.1666666666666668,0.1666666666666666,0.38983050847457623,0.375,Iris-versicolor
0.38926174496644295,0.6388888888888887,0.3749999999999999,0.6101694915254237,0.5,Iris-versicolor
0.3959731543624161,0.25000000000000006,0.2916666666666667,0.4915254237288135,0.5416666666666666,Iris-versicolor
0.40268456375838924,0.19444444444444448,0.0,0.423728813559322,0.375,Iris-versicolor
0.40939597315436244,0.44444444444444453,0.41666666666666663,0.5423728813559322,0.5833333333333334,Iris-versicolor
0.4161073825503356,0.4722222222222222,0.0833333333333334,0.5084745762711864,0.375,Iris-versicolor
0.4228187919463087,0.4999999999999999,0.3749999999999999,0.6271186440677966,0.5416666666666666,Iris-versicolor
0.42953020134228187,0.361111111111111,0.3749999999999999,0.4406779661016949,0.5,Iris-versicolor
0.436241610738255,0.6666666666666666,0.4583333333333333,0.576271186440678,0.5416666666666666,Iris-versicolor
0.4429530201342282,0.361111111111111,0.41666666666666663,0.5932203389830508,0.5833333333333334,Iris-versicolor
0.44966442953020136,0.41666666666666663,0.2916666666666667,0.5254237288135593,0.375,Iris-versicolor
0.4563758389261745,0.5277777777777778,0.0833333333333334,0.5932203389830508,0.5833333333333334,Iris-versicolor
0.46308724832214765,0.361111111111111,0.20833333333333331,0.4915254237288135,0.4166666666666667,Iris-versicolor
0.4697986577181208,0.44444444444444453,0.5,0.6440677966101694,0.7083333333333334,Iris-versicolor
0.47651006711409394,0.4999999999999999,0.3333333333333332,0.5084745762711864,0.5,Iris-versicolor
0.48322147651006714,0.5555555555555555,0.20833333333333331,0.6610169491525424,0.5833333333333334,Iris-versicolor
0.4899328859060403,0.4999999999999999,0.3333333333333332,0.6271186440677966,0.4583333333333333,Iris-versicolor
0.4966442953020134,0.5833333333333334,0.3749999999999999,0.559322033898305,0.5,Iris-versicolor
0.5033557046979866,0.6388888888888887,0.41666666666666663,0.576271186440678,0.5416666666666666,Iris-versicolor
0.5100671140939598,0.6944444444444443,0.3333333333333332,0.6440677966101694,0.5416666666666666,Iris-versicolor
0.5167785234899329,0.6666666666666666,0.41666666666666663,0.6779661016949152,0.6666666666666666,Iris-versicolor
0.5234899328859061,0.4722222222222222,0.3749999999999999,0.5932203389830508,0.5833333333333334,Iris-versicolor
0.5302013422818792,0.38888888888888895,0.25,0.423728813559322,0.375,Iris-versicolor
0.5369127516778524,0.3333333333333333,0.1666666666666666,0.47457627118644063,0.4166666666666667,Iris-versicolor
0.5436241610738255,0.3333333333333333,0.1666666666666666,0.4576271186440678,0.375,Iris-versicolor
0.5503355704697986,0.41666666666666663,0.2916666666666667,0.4915254237288135,0.4583333333333333,Iris-versicolor
0.5570469798657718,0.4722222222222222,0.2916666666666667,0.6949152542372881,0.625,Iris-versicolor
0.5637583892617449,0.30555555555555564,0.41666666666666663,0.5932203389830508,0.5833333333333334,Iris-versicolor
0.5704697986577181,0.4722222222222222,0.5833333333333333,0.5932203389830508,0.625,Iris-versicolor
0.5771812080536913,0.6666666666666666,0.4583333333333333,0.6271186440677966,0.5833333333333334,Iris-versicolor
0.5838926174496645,0.5555555555555555,0.1249999999999999,0.576271186440678,0.5,Iris-versicolor
0.5906040268456376,0.361111111111111,0.41666666666666663,0.5254237288135593,0.5,Iris-versicolor
0.5973154362416108,0.3333333333333333,0.20833333333333331,0.5084745762711864,0.5,Iris-versicolor
0.6040268456375839,0.3333333333333333,0.25,0.576271186440678,0.4583333333333333,Iris-versicolor
0.610738255033557,0.4999999999999999,0.41666666666666663,0.6101694915254237,0.5416666666666666,Iris-versicolor
0.6174496644295302,0.41666666666666663,0.25,0.5084745762711864,0.4583333333333333,Iris-versicolor
0.6241610738255033,0.19444444444444448,0.1249999999999999,0.38983050847457623,0.375,Iris-versicolor
0.6308724832214765,0.361111111111111,0.2916666666666667,0.5423728813559322,0.5,Iris-versicolor
0.6375838926174496,0.38888888888888895,0.41666666666666663,0.5423728813559322,0.4583333333333333,Iris-versicolor
0.6442953020134228,0.38888888888888895,0.3749999999999999,0.5423728813559322,0.5,Iris-versicolor
0.6510067114093959,0.5277777777777778,0.3749999999999999,0.559322033898305,0.5,Iris-versicolor
0.6577181208053692,0.22222222222222213,0.20833333333333331,0.3389830508474576,0.4166666666666667,Iris-versicolor
0.6644295302013423,0.38888888888888895,0.3333333333333332,0.5254237288135593,0.5,Iris-versicolor
0.6711409395973155,0.5555555555555555,0.5416666666666665,0.847457627118644,1.0,Iris-virginica
0.6778523489932886,0.41666666666666663,0.2916666666666667,0.6949152542372881,0.75,Iris-virginica
0.6845637583892618,0.7777777777777776,0.41666666666666663,0.8305084745762712,0.8333333333333334,Iris-virginica
0.6912751677852349,0.5555555555555555,0.3749999999999999,0.7796610169491525,0.7083333333333334,Iris-virginica
0.697986577181208,0.611111111111111,0.41666666666666663,0.8135593220338982,0.8750000000000001,Iris-virginica
0.7046979865771812,0.9166666666666665,0.41666666666666663,0.9491525423728813,0.8333333333333334,Iris-virginica
0.7114093959731543,0.1666666666666668,0.20833333333333331,0.5932203389830508,0.6666666666666666,Iris-virginica
0.7181208053691275,0.8333333333333333,0.3749999999999999,0.8983050847457626,0.7083333333333334,Iris-virginica
0.7248322147651006,0.6666666666666666,0.20833333333333331,0.8135593220338982,0.7083333333333334,Iris-virginica
0.7315436241610739,0.8055555555555556,0.6666666666666666,0.8644067796610169,1.0,Iris-virginica
0.738255033557047,0.611111111111111,0.5,0.6949152542372881,0.7916666666666666,Iris-virginica
0.7449664429530202,0.5833333333333334,0.2916666666666667,0.7288135593220338,0.75,Iris-virginica
0.7516778523489933,0.6944444444444443,0.41666666666666663,0.7627118644067796,0.8333333333333334,Iris-virginica
0.7583892617449665,0.38888888888888895,0.20833333333333331,0.6779661016949152,0.7916666666666666,Iris-virginica
0.7651006711409396,0.41666666666666663,0.3333333333333332,0.6949152542372881,0.9583333333333333,Iris-virginica
0.7718120805369127,0.5833333333333334,0.5,0.7288135593220338,0.9166666666666666,Iris-virginica
0.7785234899328859,0.611111111111111,0.41666666666666663,0.7627118644067796,0.7083333333333334,Iris-virginica
0.785234899328859,0.9444444444444444,0.7499999999999998,0.9661016949152542,0.8750000000000001,Iris-virginica
0.7919463087248322,0.9444444444444444,0.25,1.0,0.9166666666666666,Iris-virginica
0.7986577181208053,0.4722222222222222,0.0833333333333334,0.6779661016949152,0.5833333333333334,Iris-virginica
0.8053691275167785,0.7222222222222222,0.5,0.7966101694915254,0.9166666666666666,Iris-virginica
0.8120805369127517,0.361111111111111,0.3333333333333332,0.6610169491525424,0.7916666666666666,Iris-virginica
0.8187919463087249,0.9444444444444444,0.3333333333333332,0.9661016949152542,0.7916666666666666,Iris-virginica
0.825503355704698,0.5555555555555555,0.2916666666666667,0.6610169491525424,0.7083333333333334,Iris-virginica
0.8322147651006712,0.6666666666666666,0.5416666666666665,0.7966101694915254,0.8333333333333334,Iris-virginica
0.8389261744966443,0.8055555555555556,0.5,0.847457627118644,0.7083333333333334,Iris-virginica
0.8456375838926175,0.5277777777777778,0.3333333333333332,0.6440677966101694,0.7083333333333334,Iris-virginica
0.8523489932885906,0.4999999999999999,0.41666666666666663,0.6610169491525424,0.7083333333333334,Iris-virginica
0.8590604026845637,0.5833333333333334,0.3333333333333332,0.7796610169491525,0.8333333333333334,Iris-virginica
0.8657718120805369,0.8055555555555556,0.41666666666666663,0.8135593220338982,0.625,Iris-virginica
0.87248322147651,0.8611111111111112,0.3333333333333332,0.8644067796610169,0.75,Iris-virginica
0.8791946308724832,1.0,0.7499999999999998,0.9152542372881356,0.7916666666666666,Iris-virginica
0.8859060402684564,0.5833333333333334,0.3333333333333332,0.7796610169491525,0.8750000000000001,Iris-virginica
0.8926174496644296,0.5555555555555555,0.3333333333333332,0.6949152542372881,0.5833333333333334,Iris-virginica
0.8993288590604027,0.4999999999999999,0.25,0.7796610169491525,0.5416666666666666,Iris-virginica
0.9060402684563759,0.9444444444444444,0.41666666666666663,0.8644067796610169,0.9166666666666666,Iris-virginica
0.912751677852349,0.5555555555555555,0.5833333333333333,0.7796610169491525,0.9583333333333333,Iris-virginica
0.9194630872483222,0.5833333333333334,0.4583333333333333,0.7627118644067796,0.7083333333333334,Iris-virginica
0.9261744966442953,0.4722222222222222,0.41666666666666663,0.6440677966101694,0.7083333333333334,Iris-virginica
0.9328859060402684,0.7222222222222222,0.4583333333333333,0.7457627118644068,0.8333333333333334,Iris-virginica
0.9395973154362416,0.6666666666666666,0.4583333333333333,0.7796610169491525,0.9583333333333333,Iris-virginica
0.9463087248322147,0.7222222222222222,0.4583333333333333,0.6949152542372881,0.9166666666666666,Iris-virginica
0.9530201342281879,0.41666666666666663,0.2916666666666667,0.6949152542372881,0.75,Iris-virginica
0.959731543624161,0.6944444444444443,0.5,0.8305084745762712,0.9166666666666666,Iris-virginica
0.9664429530201343,0.6666666666666666,0.5416666666666665,0.7966101694915254,1.0,Iris-virginica
0.9731543624161074,0.6666666666666666,0.41666666666666663,0.711864406779661,0.9166666666666666,Iris-virginica
0.9798657718120806,0.5555555555555555,0.20833333333333331,0.6779661016949152,0.75,Iris-virginica
0.9865771812080537,0.611111111111111,0.41666666666666663,0.711864406779661,0.7916666666666666,Iris-virginica
0.9932885906040269,0.5277777777777778,0.5833333333333333,0.7457627118644068,0.9166666666666666,Iris-virginica
1.0,0.44444444444444453,0.41666666666666663,0.6949152542372881,0.7083333333333334,Iris-virginica
